"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"20527","Madhya Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18316/2024-2025/166111","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","07-Mar-2025","SARPANCH GRAM PANCHYAT KAPOORY","Payment Success","375000"
"20528","Madhya Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18316/2024-2025/166111","Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","23-Sep-2025","SARPANCH GRAM PANCHYAT KAPOORY","Payment Success","124444"
"20529","Tamil Nadu","Construction of rooms and halls in school and colleges","WS/MP166/2024-2025/125523","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","Shri K.R.N. Rajeshkumar (2022-28) (2022-2028)","Elected MP","25-Oct-2024","B MARIAPPAN","Payment Success","3295761"
"20530","Punjab","Renovation of ponds and lakes","WS/MP140/2025-2026/158454","MOGA(Deputy Commissioner Moga)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","19-Dec-2025","ANMOL KATYAL","Payment Success","759382"
"20531","Punjab","Renovation of ponds and lakes","WS/MP140/2025-2026/158454","MOGA(Deputy Commissioner Moga)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","10-Jul-2026","ANMOL KATYAL","Payment Success","23578"
"20532","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2025-2026/236677","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","13-Jan-2026","R S CONSTRUCTION","Payment Success","649000"
"20533","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18331/2025-2026/236677","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","12-May-2026","R S CONSTRUCTION","Payment Success","230568"
"20534","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2023-2024/63426","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","02-Feb-2024","Pratap Singh Contractor","Payment Success","3543692"
"20535","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2023-2024/63374","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","31-Jan-2024","Pratap Singh Contractor","Payment Success","3454173"
"20536","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2023-2024/64710","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","21-Mar-2024","RajKamal Constructions","Payment Success","1444768"
"20537","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2023-2024/64710","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","08-Jul-2024","RajKamal Constructions","Payment Success","551960"
"20538","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2023-2024/63619","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","31-Jan-2024","RajKamal Constructions","Payment Success","2550177"
"20539","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2023-2024/63619","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","08-Jul-2024","RajKamal Constructions","Payment Success","1044315"
"20540","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2023-2024/63620","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","31-Jan-2024","RajKamal Constructions","Payment Success","1856009"
"20541","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2023-2024/63620","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","08-Jul-2024","RajKamal Constructions","Payment Success","749764"
"20542","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2023-2024/63621","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","31-Jan-2024","RajKamal Constructions","Payment Success","1890066"
"20543","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP183/2023-2024/63621","FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA)","Prof. Ram Gopal Yadav (2020-26) (2020-2026)","Elected MP","08-Jul-2024","RajKamal Constructions","Payment Success","762005"
"20544","Kerala","Purchase of vans and buses for educational institutions","WS/MP095/2024-2025/134587","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Shri A. A. Rahim (2022-28) (2022-2028)","Elected MP","19-Nov-2024","MAHINDRA AND MAHINDRA LIMITED","Payment Success","1817600"
"20545","Kerala","Purchase of vans and buses for educational institutions","WS/MP096/2024-2025/164712","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","14-Jan-2025","MAHINDRA AND MAHINDRA LIMITED","Payment Success","2147600"
"20546","Kerala","Purchase of vans and buses for educational institutions","WS/MP099/2024-2025/133007","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. John Brittas (2021-27) (2021-2027)","Elected MP","17-Oct-2024","MAHINDRA AND MAHINDRA LIMITED","Payment Success","1975155"
"20547","Kerala","Purchase of vans and buses for educational institutions","WS/MP102/2025-2026/266733","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","23-Mar-2026","MAHINDRA AND MAHINDRA LIMITED","Payment Success","1992479"
"20548","Madhya Pradesh","Lighting of public spaces","WS/MP103/2023-2024/113698","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","27-Dec-2024","NATIONAL ENGINEERING WORKS","Payment Success","476112"
"20549","Madhya Pradesh","Lighting of public spaces","WS/MP103/2023-2024/113699","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","27-Dec-2024","NATIONAL ENGINEERING WORKS","Payment Success","476112"
"20550","Madhya Pradesh","Lighting of public spaces","WS/MP103/2023-2024/113700","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","27-Dec-2024","NATIONAL ENGINEERING WORKS","Payment Success","476112"
"20551","Madhya Pradesh","Lighting of public spaces","WS/MP103/2023-2024/113701","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","27-Dec-2024","NATIONAL ENGINEERING WORKS","Payment Success","476112"
"20552","Madhya Pradesh","Lighting of public spaces","WS/MP103/2023-2024/113702","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","27-Dec-2024","NATIONAL ENGINEERING WORKS","Payment Success","476112"
"20553","Madhya Pradesh","Lighting of public spaces","WS/MP103/2023-2024/113703","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","27-Dec-2024","NATIONAL ENGINEERING WORKS","Payment Success","476112"
"20554","Madhya Pradesh","Lighting of public spaces","WS/MP103/2023-2024/113704","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","27-Dec-2024","NATIONAL ENGINEERING WORKS","Payment Success","476112"
"20555","Madhya Pradesh","Lighting of public spaces","WS/MP103/2023-2024/113705","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","27-Dec-2024","NATIONAL ENGINEERING WORKS","Payment Success","476112"
"20556","Madhya Pradesh","Lighting of public spaces","WS/MP103/2023-2024/113706","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","27-Dec-2024","NATIONAL ENGINEERING WORKS","Payment Success","476112"
"20557","Madhya Pradesh","Lighting of public spaces","WS/MP103/2023-2024/113707","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","27-Dec-2024","NATIONAL ENGINEERING WORKS","Payment Success","476112"
"20558","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/180026","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","01-Aug-2025","NATIONAL ENGINEERING WORKS","Payment Success","852800"
"20559","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/180027","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","01-Aug-2025","NATIONAL ENGINEERING WORKS","Payment Success","852800"
"20560","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2025-2026/180028","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","01-Aug-2025","NATIONAL ENGINEERING WORKS","Payment Success","852800"
"20561","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2024-2025/176721","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","20-Nov-2025","NATIONAL ENGINEERING WORKS","Payment Success","160761"
"20562","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2024-2025/176722","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","20-Nov-2025","NATIONAL ENGINEERING WORKS","Payment Success","160761"
"20563","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2024-2025/176723","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","20-Nov-2025","NATIONAL ENGINEERING WORKS","Payment Success","160761"
"20564","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2024-2025/176724","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","20-Nov-2025","NATIONAL ENGINEERING WORKS","Payment Success","160761"
"20565","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2024-2025/176725","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","20-Nov-2025","NATIONAL ENGINEERING WORKS","Payment Success","160761"
"20566","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2024-2025/176726","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","20-Nov-2025","NATIONAL ENGINEERING WORKS","Payment Success","160761"
"20567","Madhya Pradesh","Purchase of mobile water tankers","WS/MP103/2024-2025/176727","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","20-Nov-2025","NATIONAL ENGINEERING WORKS","Payment Success","160761"
"20568","Madhya Pradesh","Installation of fixed garden gym equipment","WS/MP103/2023-2024/34535","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","22-Feb-2024","G V INDUSTRIES","Payment Success","696867"
