"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"16590","Uttar Pradesh","Lighting of public spaces","WS/MP18235/2025-2026/254322","RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA)","MOHIBBULLAH","RAMPUR","19-Mar-2026","MR CONSTRUCTION","Payment Success","174129"
"16591","Uttar Pradesh","Lighting of public spaces","WS/MP18235/2025-2026/254318","RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA)","MOHIBBULLAH","RAMPUR","19-Mar-2026","MR CONSTRUCTION","Payment Success","174129"
"16592","Uttar Pradesh","Lighting of public spaces","WS/MP18235/2025-2026/254320","RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA)","MOHIBBULLAH","RAMPUR","19-Mar-2026","MR CONSTRUCTION","Payment Success","174129"
"16593","Uttar Pradesh","Lighting of public spaces","WS/MP18235/2025-2026/251783","RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA)","MOHIBBULLAH","RAMPUR","18-Mar-2026","MR CONSTRUCTION","Payment Success","174129"
"16594","Uttar Pradesh","Lighting of public spaces","WS/MP18235/2025-2026/251885","RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA)","MOHIBBULLAH","RAMPUR","18-Mar-2026","MR CONSTRUCTION","Payment Success","174129"
"16595","Uttar Pradesh","Lighting of public spaces","WS/MP18235/2025-2026/249377","RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA)","MOHIBBULLAH","RAMPUR","18-Mar-2026","MR CONSTRUCTION","Payment Success","174129"
"16596","Uttar Pradesh","Lighting of public spaces","WS/MP18235/2025-2026/249375","RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA)","MOHIBBULLAH","RAMPUR","18-Mar-2026","MR CONSTRUCTION","Payment Success","174129"
"16597","Uttar Pradesh","Lighting of public spaces","WS/MP18235/2025-2026/249562","RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA)","MOHIBBULLAH","RAMPUR","18-Mar-2026","MR CONSTRUCTION","Payment Success","174129"
"16598","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138107","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV","BHARATPUR(SC)","05-Jan-2026","Lal singh","Payment Success","3276"
"16599","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138107","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV","BHARATPUR(SC)","05-Jan-2026","Ramdas","Payment Success","7800"
"16600","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138107","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV","BHARATPUR(SC)","05-Jan-2026","Neeraj Kumar","Payment Success","3276"
"16601","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138107","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV","BHARATPUR(SC)","05-Jan-2026","Tejveer Singh","Payment Success","3276"
"16602","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138107","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV","BHARATPUR(SC)","05-Jan-2026","Nekram","Payment Success","7800"
"16603","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138107","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV","BHARATPUR(SC)","05-Jan-2026","Moharsingh","Payment Success","8450"
"16604","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138107","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV","BHARATPUR(SC)","05-Jan-2026","Mukesh chand","Payment Success","3276"
"16605","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138107","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV","BHARATPUR(SC)","05-Jan-2026","Mukesh","Payment Success","3276"
"16606","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18159/2025-2026/210319","ALWAR(DISTRICT COLLECTOR ALWAR_IDA)","BHUPENDER YADAV","ALWAR","30-Jan-2026","BHUMIKA BUILDING MATERIAL AND SUPPLIERS","Payment Success","999415"
"16607","Odisha","Construction of community centers and community halls","WS/MP18143/2025-2026/186116","Jajpur(DISTRICT COLLECTOR JAJPUR_IDA)","RABINDRA NARAYAN BEHERA","JAJPUR(SC)","03-Jan-2026","SIDHESWAR MAHARANA","Payment Success","99131"
"16608","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138107","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV","BHARATPUR(SC)","05-Jan-2026","Vimlesh","Payment Success","3276"
"16609","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18161/2024-2025/138107","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV","BHARATPUR(SC)","05-Jan-2026","Purandei kashyap","Payment Success","2016"
"16610","Punjab","Construction of common work sheds/ common covered sitting area","WS/MP18152/2025-2026/250156","FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA)","SARABJEET SINGH KHALSA","FARIDKOT(SC)","05-Jan-2026","Brother Aluminum Fabricator","Payment Success","307584"
"16611","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP18102/2025-2026/233973","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR","DHAR(ST)","17-Feb-2026","Gram Panchayat Amjhera janpad Panchayat sardarpur","Payment Success","400000"
"16612","Madhya Pradesh","Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","WS/MP18102/2025-2026/222596","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR","DHAR(ST)","23-Jun-2026","Gram Panchayat Amjhera janpad Panchayat sardarpur","Payment Success","150000"
"16613","Madhya Pradesh","Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","WS/MP18102/2025-2026/222596","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR","DHAR(ST)","05-Jan-2026","Gram Panchayat Amjhera janpad Panchayat sardarpur","Payment Success","150000"
"16614","Madhya Pradesh","Purchase of sports equipment","WS/MP18102/2025-2026/222597","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR","DHAR(ST)","05-Jan-2026","Gram Panchayat Amjhera janpad Panchayat sardarpur","Payment Success","100000"
"16615","Madhya Pradesh","Purchase of sports equipment","WS/MP18102/2025-2026/222597","DHAR(DISTRICT COLLECTOR DHAR_IDA)","SAVITRI THAKUR","DHAR(ST)","08-May-2026","Gram Panchayat Amjhera janpad Panchayat sardarpur","Payment Success","97456"
"16616","Punjab","Installing tube-wells and borewells","WS/MP18158/2025-2026/229175","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","01-Jan-2026","TALWINDER SINGH","Payment Success","47250"
"16617","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242688","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","30-Jan-2026","CHAHAL TRADING CO","Payment Success","16800"
"16618","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242688","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","30-Jan-2026","CHAHAL TRADING CO","Payment Success","42000"
"16619","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/242688","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","30-Jan-2026","CHAHAL TRADING CO","Payment Success","21000"
"16620","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/230325","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","27-Jan-2026","Hardeep Singh Driver","Payment Success","7579"
"16621","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18158/2025-2026/230325","PATIALA(DEPUTY COMMISSIONER PATIALA_IDA)","DR DHARAMVIRA GANDHI","PATIALA","27-Jan-2026","Foji Cement store","Payment Success","25300"
"16622","Assam","Construction of buildings for crèches and anganwadies","WS/MP18026/2025-2026/183600","CHIRANG(Deputy Commissioner Chirang_IDA)","JOYANTA BASUMATARY","KOKRAJHAR (ST)","02-Jan-2026","BIJULI BASUMATARY","Payment Success","900000"
"16623","Telangana","Lighting of public spaces","WS/MP18389/2025-2026/237045","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","KADIYAM KAVYA","WARANGEL(SC)","03-Jan-2026","SWAMY NAIK BHUKYA","Payment Success","129391"
"16624","Telangana","Lighting of public spaces","WS/MP18389/2025-2026/237047","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","KADIYAM KAVYA","WARANGEL(SC)","03-Jan-2026","SWAMY NAIK BHUKYA","Payment Success","129391"
"16625","Telangana","Lighting of public spaces","WS/MP18389/2025-2026/237046","JANGOAN(DISTRICT COLLECTOR JANGAON_IDA)","KADIYAM KAVYA","WARANGEL(SC)","03-Jan-2026","SWAMY NAIK BHUKYA","Payment Success","129391"
"16626","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18127/2025-2026/188400","NASHIK(DISTRICT COLLECTOR NASHIK_IDA)","RAJABHAU","NASHIK","27-Jan-2026","SHRI PANDURANG HARI MAJOOR VA BANDHKAM SAH SSANSTHA","Payment Success","751178"
"16627","Karnataka","Construction of boundary walls of existing public and community buildings","WS/MP18092/2025-2026/224746","RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA)","G. KUMAR NAIK","RAICHUR(ST)","23-Feb-2026","CASHUTEC Nirmithi Kendra","Payment Success","750000"
"16628","Karnataka","Construction of public toilets and bathrooms","WS/MP18092/2025-2026/196138","RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA)","G. KUMAR NAIK","RAICHUR(ST)","16-Jan-2026","CASHUTEC Nirmithi Kendra","Payment Success","1875000"
"16629","Karnataka","Retrofitting in essential lifeline buildings","WS/MP18092/2025-2026/196171","RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA)","G. KUMAR NAIK","RAICHUR(ST)","16-Mar-2026","CASHUTEC Nirmithi Kendra","Payment Success","750000"
"16630","Karnataka","Construction of community centers and community halls","WS/MP18092/2026-2027/196139","RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA)","G. KUMAR NAIK","RAICHUR(ST)","08-May-2026","CASHUTEC Nirmithi Kendra","Payment Success","750000"
"16631","Karnataka","Construction of rooms and halls in school and colleges","WS/MP18092/2025-2026/196169","RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA)","G. KUMAR NAIK","RAICHUR(ST)","16-Apr-2026","CASHUTEC Nirmithi Kendra","Payment Success","250000"
"16632","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282170","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16633","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282169","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16634","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282167","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16635","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282181","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16636","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282186","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16637","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282166","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16638","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282165","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16639","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282164","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16640","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282162","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16641","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282171","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16642","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282160","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16643","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282185","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16644","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282184","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16645","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282183","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16646","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282182","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16647","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282190","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16648","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282188","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16649","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282187","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","28-Jul-2026","Abhishek Enterprises","Payment Success","150000"
"16650","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282156","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16651","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282040","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16652","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282053","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16653","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282144","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16654","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282150","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16655","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282154","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16656","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282153","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16657","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282152","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16658","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282149","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16659","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282148","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16660","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282147","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16661","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282146","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16662","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282041","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16663","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282043","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16664","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282044","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16665","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282054","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16666","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282052","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16667","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282051","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16668","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282055","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16669","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282145","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16670","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282155","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16671","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282159","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16672","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282158","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16673","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282151","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16674","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282168","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16675","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282157","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16676","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282509","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16677","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282035","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16678","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282036","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16679","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282037","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16680","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282027","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16681","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282028","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16682","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282029","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16683","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282030","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16684","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282039","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16685","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282038","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16686","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282050","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16687","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282049","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16688","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282048","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16689","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282047","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16690","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282046","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16691","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282033","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16692","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282034","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16693","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282032","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16694","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282042","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16695","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282031","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
"16696","Chhattisgarh","Installing tube-wells and borewells","WS/MP18278/2026-2027/282026","SAKTI(COLLECTOR SAKTI_IDA)","KAMLESH JANGDE","JANJGIR CHAMPA(SC)","20-Jul-2026","Abhishek Enterprises","Payment Success","187500"
