"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"33533","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/193737","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","01-Sep-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","349714"
"33534","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/193741","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","01-Sep-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","299919"
"33535","Jharkhand","Construction of public irrigation facilities","WS/MP18322/2025-2026/193743","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","02-Sep-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","299965"
"33536","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193746","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","02-Sep-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","300000"
"33537","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/193744","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","02-Sep-2025","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","300000"
"33538","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/247329","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","17-Jan-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33539","Jharkhand","Construction of public staircase/ stair ghat for public convenience","WS/MP18322/2025-2026/247324","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","17-Jan-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33540","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/247323","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","17-Jan-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","125000"
"33541","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/247327","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","17-Jan-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33542","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/247325","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","17-Jan-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","125000"
"33543","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/247330","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","17-Jan-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33544","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18322/2025-2026/247322","DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA)","NALIN SOREN","DUMKA(ST)","17-Jan-2026","J E N R E P DEOGHAR VENDER ACCOUNT","Payment Success","150000"
"33545","Punjab","Improvement of electricity distribution infrastructure","WS/MP381/2025-2026/205369","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Gurjeet Singh Aujla","AMRITSAR","20-Jul-2025","AEE SOUTH SUB DIVISION PSPCL AMRITSAR","Payment Success","94889"
"33546","Karnataka","Construction of buildings for community cultural activities","WS/	 MP620/2024-2025/133306","DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA)","Pralhad Venkatesh Joshi","DHARWAD","17-Jul-2025","Manjunath Bhimappa Godikatti","Payment Success","495627"
"33547","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18206/2025-2026/157561","BANDA(DISTRICT MAGISTRATE BANDA_IDA)","KRISHNA DEVI SHIVSHANKER PATEL","BANDA","18-Jul-2025","Jay durge Poorve Madhymik  vidhyalay","Payment Success","593030"
"33548","Jammu And Kashmir","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP600/2024-2025/159618","KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA)","Jitendra Singh","UDHAMPUR","21-Jul-2025","PARSHOTAM DASS","Payment Success","154000"
"33549","Jammu And Kashmir","Construction of public toilets and bathrooms","WS/MP600/2024-2025/148153","KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA)","Jitendra Singh","UDHAMPUR","19-Aug-2025","PARSHOTAM DASS","Payment Success","144000"
"33550","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18146/2025-2026/173799","Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA)","ANANTA NAYAK","KEONJHAR(ST)","15-Jul-2025","Karu Hansdah","Payment Success","216139"
"33551","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18002/2025-2026/197316","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","C.M.RAMESH","ANAKAPALLE","15-Oct-2025","CR ASSOCIATES","Payment Success","2480752"
"33552","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18173/2025-2026/164086","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","THARANIVENTHAN M S","ARANI","16-Jul-2025","Lingam Enterprises","Payment Success","499370"
"33553","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18014/2024-2025/167517","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","PRABHAKAR REDDY VEMIREDDY","NELLORE(SC)","18-Jul-2025","ADAPALA SRIDHAR REDDY","Payment Success","461985"
"33554","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18014/2024-2025/167516","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","PRABHAKAR REDDY VEMIREDDY","NELLORE(SC)","18-Jul-2025","ADAPALA SRIDHAR REDDY","Payment Success","500000"
"33555","Madhya Pradesh","Construction of community centers and community halls","WS/MP643/2025-2026/146594","Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA)","Gyaneshwar Patil","KHANDWA","14-Apr-2026","shoaib malik","Payment Success","10920"
"33556","Madhya Pradesh","Construction of community centers and community halls","WS/MP643/2025-2026/146594","Khandwa (East Nimar)(DISTRICT COLLECTOR EAST NIMAR_IDA)","Gyaneshwar Patil","KHANDWA","14-Apr-2026","shoaib malik","Payment Success","26078"
"33557","Karnataka","Street lights","WS/MP18088/2025-2026/161229","CHIKKABALLAPURA(DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA)","M. MALLESH BABU","KOLAR(SC)","23-Jul-2025","SRINIVASA GM","Payment Success","249499"
"33558","Karnataka","Street lights","WS/MP18088/2025-2026/161229","CHIKKABALLAPURA(DEPUTY COMMISSIONER CHICKKABALLAPUR_IDA)","M. MALLESH BABU","KOLAR(SC)","09-Feb-2026","SRINIVASA GM","Payment Success","246693"
"33559","Meghalaya","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18309/2025-2026/209336","NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA)","SALENG A SANGMA","TURA","17-Sep-2025","Jina Marak","Payment Success","50000"
"33560","Meghalaya","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18309/2025-2026/209336","NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA)","SALENG A SANGMA","TURA","11-Aug-2025","Jina Marak","Payment Success","150000"
"33561","Meghalaya","Construction of community centers and community halls","WS/MP18309/2025-2026/209337","NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA)","SALENG A SANGMA","TURA","04-Sep-2025","Proloy Rabha","Payment Success","375250"
"33562","Meghalaya","Construction of community centers and community halls","WS/MP18309/2025-2026/209337","NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA)","SALENG A SANGMA","TURA","12-Nov-2025","Proloy Rabha","Payment Success","124750"
"33563","Meghalaya","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18309/2025-2026/209335","NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA)","SALENG A SANGMA","TURA","17-Sep-2025","Tweel K Marak","Payment Success","185000"
"33564","Meghalaya","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18309/2025-2026/209335","NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA)","SALENG A SANGMA","TURA","11-Aug-2025","Tweel K Marak","Payment Success","315000"
"33565","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18191/2025-2026/203800","WANAPARTHY(DISTRICT COLLECTOR WANAPARTHY_IDA)","ARUNA. D. K","MAHABUBNAGAR","09-Oct-2025","AVR TRADER","Payment Success","476253"
"33566","Telangana","Construction of boundary walls of existing public and community buildings","WS/MP18191/2024-2025/168771","WANAPARTHY(DISTRICT COLLECTOR WANAPARTHY_IDA)","ARUNA. D. K","MAHABUBNAGAR","20-Jan-2026","AVR TRADER","Payment Success","1000000"
"33567","Telangana","Construction of community centers and community halls","WS/MP18191/2024-2025/168733","MAHABUBNAGAR(DISTRICT COLLECTOR MAHABUBNAGAR_3)","ARUNA. D. K","MAHABUBNAGAR","23-Jul-2025","AVR TRADER","Payment Success","698750"
"33568","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP423/2025-2026/200549","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee","DIAMOND HARBOUR","16-Jul-2025","SUNSHINE CONSTRUCTION","Payment Success","199719"
"33569","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP423/2025-2026/200556","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee","DIAMOND HARBOUR","16-Jul-2025","MASUD ENTERPRISE","Payment Success","83083"
"33570","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP423/2025-2026/200555","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Shri Abhishek Banerjee","DIAMOND HARBOUR","24-Jul-2025","MASUD ENTERPRISE","Payment Success","123793"
"33571","Jammu And Kashmir","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP600/2025-2026/179347","KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA)","Jitendra Singh","UDHAMPUR","21-Jul-2025","INDER PAUL SHARMA","Payment Success","247000"
"33572","West Bengal","Street lights","WS/MP485/2025-2026/197270","South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA)","Pratima Mondal","JOYNAGAR(SC)","18-Jul-2025","SOUMJIT CONSTRUCTION","Payment Success","347167"
"33573","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/226662","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","12-Dec-2025","Jai Jai Mahavir Trading Company","Payment Success","16008"
"33574","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/226662","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","12-Dec-2025","Jai Jai Mahavir Trading Company","Payment Success","38850"
"33575","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP716/2025-2026/189595","MANSA(DEPUTY COMMISSIONER MANSA_IDA)","Smt Harsimrat Kaur Badal","BHATINDA","17-Jul-2025","Jai Jai Mahavir Trading Company","Payment Success","100538"
"33576","Haryana","Construction of community centers and community halls","WS/MP18062/2024-2025/154041","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","JAI PARKASH","HISAR","17-Jul-2025","BSG INTERNATIONAL","Payment Success","145479"
"33577","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18369/2024-2025/175546","WASHIM(DISTRICT COLLECTOR WASHIM_IDA)","Sanjay Uttamrao Deshmukh","YAVATMAL-WASHIM","16-Jul-2025","Vaibhav Pradip Jadhav","Payment Success","1986447"
"33578","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/160106","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","15-Jul-2025","SHOBHARANI K","Payment Success","124735"
"33579","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/160111","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","15-Jul-2025","SHOBHARANI K","Payment Success","124979"
"33580","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/160112","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","15-Jul-2025","SHOBHARANI K","Payment Success","124968"
"33581","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/160109","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","15-Jul-2025","SHOBHARANI K","Payment Success","124516"
"33582","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/160108","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","15-Jul-2025","SHOBHARANI K","Payment Success","124542"
"33583","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2026-2027/289138","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","13-Aug-2026","SHOBHARANI K","Payment Success","120021"
"33584","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2026-2027/289137","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","13-Aug-2026","SHOBHARANI K","Payment Success","120026"
"33585","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2026-2027/289140","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","13-Aug-2026","SHOBHARANI K","Payment Success","120156"
"33586","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2026-2027/289139","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","KONDA VISHWESHWAR REDDY","CHELVELLA","13-Aug-2026","SHOBHARANI K","Payment Success","119753"
"33587","Odisha","Lighting of public spaces","WS/MP372/2025-2026/207881","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","12-Nov-2025","Rabindra Nath Singh","Payment Success","96900"
"33588","Odisha","Street lights","WS/MP372/2025-2026/207886","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","12-Nov-2025","Rabindra Nath Singh","Payment Success","96900"
"33589","Odisha","Construction of toilet blocks","WS/MP372/2025-2026/257883","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","03-Aug-2026","Rabindra Nath Singh","Payment Success","385700"
"33590","Odisha","Construction of boundary walls of existing public and community buildings","WS/MP372/2025-2026/253241","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","23-Jun-2026","Rabindra Nath Singh","Payment Success","380136"
"33591","Odisha","Construction of community centers and community halls","WS/MP372/2025-2026/207880","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","13-Jan-2026","Rabindra Nath Singh","Payment Success","463819"
"33592","Odisha","Lighting of public spaces","WS/MP372/2024-2025/169721","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","18-Sep-2025","Rabindra Nath Singh","Payment Success","115899"
"33593","Odisha","Lighting of public spaces","WS/MP372/2024-2025/169720","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","18-Sep-2025","Rabindra Nath Singh","Payment Success","144999"
"33594","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP372/2025-2026/185287","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","27-Sep-2025","Rabindra Nath Singh","Payment Success","364037"
"33595","Odisha","Construction of rooms and halls in school and colleges","WS/MP372/2025-2026/185292","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","24-Jul-2025","Rabindra Nath Singh","Payment Success","381356"
"33596","Odisha","Lighting of public spaces","WS/MP372/2025-2026/253343","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","20-May-2026","Rabindra Nath Singh","Payment Success","96900"
"33597","Odisha","Lighting of public spaces","WS/MP372/2025-2026/185534","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","15-Jul-2025","Rabindra Nath Singh","Payment Success","96900"
"33598","Odisha","Lighting of public spaces","WS/MP372/2025-2026/185535","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","15-Jul-2025","Rabindra Nath Singh","Payment Success","96900"
"33599","Odisha","Lighting of public spaces","WS/MP372/2025-2026/208928","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","13-Nov-2025","Rabindra Nath Singh","Payment Success","96900"
"33600","Odisha","Installing tube-wells and borewells","WS/MP372/2025-2026/208897","Kataka(DISTRICT COLLECTOR CUTTACK_IDA)","Shri Bhartruhari Mahtab","CUTTACK","13-Nov-2025","Rabindra Nath Singh","Payment Success","29100"
"33601","Haryana","Construction of toilet blocks","WS/MP18064/2024-2025/154909","YAMUNANAGAR(Deputy Commissioner YamunaNagar_IDA)","NAVEEN JINDAL","KURUKSHETRA","06-Dec-2025","The Bajarangbali CoOp L and C Society LTD","Payment Success","18067"
"33602","Haryana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18064/2024-2025/154907","YAMUNANAGAR(Deputy Commissioner YamunaNagar_IDA)","NAVEEN JINDAL","KURUKSHETRA","06-Dec-2025","The Bajarangbali CoOp L and C Society LTD","Payment Success","29591"
